銘柄名称,市場名称,足種,日付,時刻,始値,高値,安値,終値,出来高,H_Open,H_High,H_Low,H_Close,TREND,EP,AF,PSAR,Period,Diff
,,,2025/01/29,14:26,1977.5 ,1978.0 ,1977.0 ,1977.5 ,15600,1977.01 ,1978.00 ,1977.00 ,1977.50 ,1,1978.00 ,0.04 ,1975.60 ,1,0.0 
,,,2025/01/29,14:27,1977.5 ,1977.5 ,1977.0 ,1977.0 ,29900,1977.26 ,1977.50 ,1977.00 ,1977.25 ,1,1978.00 ,0.04 ,1975.70 ,2,-0.5 
,,,2025/01/29,14:28,1977.0 ,1977.5 ,1976.5 ,1977.0 ,74100,1977.25 ,1977.50 ,1976.50 ,1977.00 ,1,1978.00 ,0.04 ,1975.79 ,3,-0.5 
,,,2025/01/29,14:29,1977.0 ,1977.5 ,1976.5 ,1977.0 ,16400,1977.13 ,1977.50 ,1976.50 ,1977.00 ,1,1978.00 ,0.04 ,1975.88 ,4,-0.5 
,,,2025/01/29,14:30,1977.5 ,1977.5 ,1977.0 ,1977.5 ,50900,1977.06 ,1977.50 ,1977.00 ,1977.38 ,1,1978.00 ,0.04 ,1975.96 ,5,0.0 
,,,2025/01/29,14:31,1977.5 ,1977.5 ,1977.0 ,1977.0 ,76700,1977.22 ,1977.50 ,1977.00 ,1977.25 ,1,1978.00 ,0.04 ,1976.04 ,6,-0.5 
,,,2025/01/29,14:32,1977.0 ,1977.0 ,1976.0 ,1976.0 ,94500,1977.23 ,1977.23 ,1976.00 ,1976.50 ,-1,1977.23 ,0.02 ,1978.00 ,0,
,,,2025/01/29,14:33,1976.0 ,1976.5 ,1976.0 ,1976.0 ,46100,1976.87 ,1976.87 ,1976.00 ,1976.13 ,-1,1976.00 ,0.04 ,1977.92 ,1,0.0 
,,,2025/01/29,14:34,1976.0 ,1976.5 ,1976.0 ,1976.0 ,27800,1976.50 ,1976.50 ,1976.00 ,1976.13 ,-1,1976.00 ,0.04 ,1977.84 ,2,0.0 
,,,2025/01/29,14:35,1976.5 ,1976.5 ,1975.5 ,1976.0 ,153300,1976.31 ,1976.50 ,1975.50 ,1976.13 ,-1,1975.50 ,0.06 ,1977.70 ,3,0.0 
,,,2025/01/29,14:36,1976.0 ,1976.0 ,1975.5 ,1975.5 ,35100,1976.22 ,1976.22 ,1975.50 ,1975.75 ,-1,1975.50 ,0.06 ,1977.57 ,4,0.5 
,,,2025/01/29,14:37,1975.5 ,1976.0 ,1975.5 ,1975.5 ,80700,1975.98 ,1976.00 ,1975.50 ,1975.63 ,-1,1975.50 ,0.06 ,1977.45 ,5,0.5 
,,,2025/01/29,14:38,1975.5 ,1976.0 ,1975.5 ,1976.0 ,14200,1975.80 ,1976.00 ,1975.50 ,1975.75 ,-1,1975.50 ,0.06 ,1977.33 ,6,0.0 
,,,2025/01/29,14:39,1975.5 ,1976.0 ,1975.5 ,1975.5 ,15300,1975.78 ,1976.00 ,1975.50 ,1975.63 ,-1,1975.50 ,0.06 ,1977.22 ,7,0.5 
,,,2025/01/29,14:40,1975.5 ,1976.0 ,1975.5 ,1976.0 ,135700,1975.70 ,1976.00 ,1975.50 ,1975.75 ,-1,1975.50 ,0.06 ,1977.12 ,8,0.0 
,,,2025/01/29,14:41,1976.5 ,1977.0 ,1976.0 ,1977.0 ,26000,1975.73 ,1977.00 ,1975.73 ,1976.63 ,-1,1975.50 ,0.06 ,1977.02 ,9,-1.0 
,,,2025/01/29,14:42,1977.0 ,1977.5 ,1976.5 ,1976.5 ,109800,1976.18 ,1977.50 ,1976.18 ,1976.88 ,1,1976.18 ,0.02 ,1975.50 ,0,
,,,2025/01/29,14:43,1977.0 ,1977.0 ,1975.5 ,1975.5 ,46900,1976.53 ,1977.00 ,1975.50 ,1976.25 ,1,1977.00 ,0.04 ,1975.56 ,1,-1.0 
,,,2025/01/29,14:44,1975.5 ,1975.5 ,1975.0 ,1975.5 ,41300,1976.39 ,1976.39 ,1975.00 ,1975.38 ,-1,1976.39 ,0.02 ,1977.00 ,0,
,,,2025/01/29,14:45,1975.0 ,1976.0 ,1975.0 ,1975.5 ,251200,1975.88 ,1976.00 ,1975.00 ,1975.38 ,-1,1975.00 ,0.04 ,1976.92 ,1,0.0 
,,,2025/01/29,14:46,1975.5 ,1976.5 ,1975.5 ,1976.0 ,74300,1975.63 ,1976.50 ,1975.50 ,1975.88 ,-1,1975.00 ,0.04 ,1976.84 ,2,-0.5 
,,,2025/01/29,14:47,1976.0 ,1976.5 ,1975.5 ,1975.5 ,18100,1975.75 ,1976.50 ,1975.50 ,1975.88 ,-1,1975.00 ,0.04 ,1976.77 ,3,0.0 
,,,2025/01/29,14:48,1975.5 ,1976.0 ,1975.5 ,1975.5 ,24900,1975.81 ,1976.00 ,1975.50 ,1975.63 ,-1,1975.00 ,0.04 ,1976.70 ,4,0.0 
,,,2025/01/29,14:49,1976.0 ,1976.0 ,1975.5 ,1976.0 ,31100,1975.72 ,1976.00 ,1975.50 ,1975.88 ,-1,1975.00 ,0.04 ,1976.63 ,5,-0.5 
,,,2025/01/29,14:50,1976.0 ,1977.5 ,1976.0 ,1977.0 ,128700,1975.80 ,1977.50 ,1975.80 ,1976.63 ,1,1975.80 ,0.02 ,1975.00 ,0,
,,,2025/01/29,14:51,1977.0 ,1977.0 ,1976.5 ,1976.5 ,17600,1976.21 ,1977.00 ,1976.21 ,1976.75 ,1,1977.00 ,0.04 ,1975.08 ,1,-0.5 
,,,2025/01/29,14:52,1977.0 ,1977.0 ,1976.5 ,1977.0 ,2900,1976.48 ,1977.00 ,1976.48 ,1976.88 ,1,1977.00 ,0.04 ,1975.16 ,2,0.0 
,,,2025/01/29,14:53,1977.0 ,1977.0 ,1976.0 ,1976.5 ,57700,1976.68 ,1977.00 ,1976.00 ,1976.63 ,1,1977.00 ,0.04 ,1975.23 ,3,-0.5 
,,,2025/01/29,14:54,1976.5 ,1977.0 ,1976.5 ,1976.5 ,26600,1976.65 ,1977.00 ,1976.50 ,1976.63 ,1,1977.00 ,0.04 ,1975.30 ,4,-0.5 
,,,2025/01/29,14:55,1976.5 ,1977.0 ,1975.0 ,1975.0 ,302000,1976.64 ,1977.00 ,1975.00 ,1975.88 ,-1,1977.00 ,0.02 ,1977.00 ,0,
,,,2025/01/29,14:56,1975.5 ,1975.5 ,1974.0 ,1974.5 ,129400,1976.26 ,1976.26 ,1974.00 ,1974.88 ,-1,1974.00 ,0.04 ,1976.88 ,1,0.5 
,,,2025/01/29,14:57,1975.0 ,1975.0 ,1973.5 ,1973.5 ,189800,1975.57 ,1975.57 ,1973.50 ,1974.25 ,-1,1973.50 ,0.06 ,1976.68 ,2,1.5 
,,,2025/01/29,14:58,1973.5 ,1974.0 ,1973.0 ,1973.0 ,102800,1974.91 ,1974.91 ,1973.00 ,1973.38 ,-1,1973.00 ,0.08 ,1976.38 ,3,2.0 
,,,2025/01/29,14:59,1973.0 ,1974.0 ,1973.0 ,1973.5 ,99000,1974.14 ,1974.14 ,1973.00 ,1973.38 ,-1,1973.00 ,0.08 ,1976.11 ,4,1.5 
,,,2025/01/29,15:00,1973.5 ,1976.5 ,1973.5 ,1975.5 ,571200,1973.76 ,1976.50 ,1973.50 ,1974.75 ,1,1973.50 ,0.02 ,1973.00 ,0,
,,,2025/01/29,15:01,1975.5 ,1976.5 ,1973.0 ,1973.5 ,169500,1974.25 ,1976.50 ,1973.00 ,1974.63 ,1,1976.50 ,0.04 ,1973.14 ,1,-2.0 
,,,2025/01/29,15:02,1973.5 ,1974.0 ,1973.0 ,1973.5 ,34600,1974.44 ,1974.44 ,1973.00 ,1973.50 ,-1,1974.44 ,0.02 ,1976.50 ,0,
,,,2025/01/29,15:03,1973.5 ,1974.0 ,1973.0 ,1973.0 ,31300,1973.97 ,1974.00 ,1973.00 ,1973.38 ,-1,1973.00 ,0.04 ,1976.36 ,1,0.5 
,,,2025/01/29,15:04,1973.0 ,1973.0 ,1971.5 ,1971.5 ,233100,1973.67 ,1973.67 ,1971.50 ,1972.25 ,-1,1971.50 ,0.06 ,1976.07 ,2,2.0 
,,,2025/01/29,15:05,1972.0 ,1972.0 ,1970.5 ,1970.5 ,130600,1972.96 ,1972.96 ,1970.50 ,1971.25 ,-1,1970.50 ,0.08 ,1975.62 ,3,3.0 
,,,2025/01/29,15:06,1970.5 ,1971.0 ,1969.0 ,1969.5 ,441200,1972.11 ,1972.11 ,1969.00 ,1970.00 ,-1,1969.00 ,0.10 ,1974.96 ,4,4.0 
,,,2025/01/29,15:07,1969.0 ,1970.5 ,1969.0 ,1969.5 ,94900,1971.05 ,1971.05 ,1969.00 ,1969.50 ,-1,1969.00 ,0.10 ,1974.36 ,5,4.0 
,,,2025/01/29,15:08,1969.5 ,1970.0 ,1967.0 ,1967.5 ,283200,1970.28 ,1970.28 ,1967.00 ,1968.50 ,-1,1967.00 ,0.12 ,1973.48 ,6,6.0 
,,,2025/01/29,15:09,1967.0 ,1968.0 ,1966.5 ,1967.0 ,119800,1969.39 ,1969.39 ,1966.50 ,1967.13 ,-1,1966.50 ,0.14 ,1972.50 ,7,6.5 
,,,2025/01/29,15:10,1967.5 ,1967.5 ,1966.0 ,1966.0 ,155500,1968.26 ,1968.26 ,1966.00 ,1966.75 ,-1,1966.00 ,0.16 ,1971.46 ,8,7.5 
,,,2025/01/29,15:11,1966.5 ,1966.5 ,1965.0 ,1965.0 ,311100,1967.50 ,1967.50 ,1965.00 ,1965.75 ,-1,1965.00 ,0.18 ,1970.30 ,9,8.5 
,,,2025/01/29,15:12,1965.5 ,1966.5 ,1965.0 ,1966.5 ,180400,1966.63 ,1966.63 ,1965.00 ,1965.88 ,-1,1965.00 ,0.18 ,1969.35 ,10,7.0 
,,,2025/01/29,15:13,1966.0 ,1967.5 ,1966.0 ,1967.5 ,85400,1966.25 ,1967.50 ,1966.00 ,1966.75 ,-1,1965.00 ,0.18 ,1968.56 ,11,6.0 
,,,2025/01/29,15:14,1967.5 ,1968.0 ,1967.0 ,1968.0 ,112600,1966.50 ,1968.00 ,1966.50 ,1967.63 ,-1,1965.00 ,0.18 ,1967.92 ,12,5.5 
,,,2025/01/29,15:15,1968.0 ,1968.0 ,1967.0 ,1967.0 ,95000,1967.06 ,1968.00 ,1967.00 ,1967.50 ,1,1967.00 ,0.02 ,1965.00 ,0,
,,,2025/01/29,15:16,1967.5 ,1969.5 ,1966.5 ,1969.0 ,263900,1967.28 ,1969.50 ,1966.50 ,1968.13 ,1,1969.50 ,0.04 ,1965.18 ,1,2.0 
,,,2025/01/29,15:17,1968.5 ,1970.0 ,1968.5 ,1969.0 ,131900,1967.70 ,1970.00 ,1967.70 ,1969.00 ,1,1970.00 ,0.06 ,1965.47 ,2,2.0 
,,,2025/01/29,15:18,1969.0 ,1969.0 ,1968.0 ,1968.0 ,40500,1968.35 ,1969.00 ,1968.00 ,1968.50 ,1,1970.00 ,0.06 ,1965.74 ,3,1.0 
,,,2025/01/29,15:19,1968.0 ,1969.0 ,1967.5 ,1968.5 ,76000,1968.43 ,1969.00 ,1967.50 ,1968.25 ,1,1970.00 ,0.06 ,1966.00 ,4,1.5 
,,,2025/01/29,15:20,1968.5 ,1970.0 ,1968.0 ,1970.0 ,114600,1968.34 ,1970.00 ,1968.00 ,1969.13 ,1,1970.00 ,0.06 ,1966.24 ,5,3.0 
,,,2025/01/29,15:21,1969.5 ,1970.0 ,1969.0 ,1969.0 ,153500,1968.73 ,1970.00 ,1968.73 ,1969.38 ,1,1970.00 ,0.06 ,1966.46 ,6,2.0 
,,,2025/01/29,15:22,1969.0 ,1969.5 ,1968.5 ,1969.5 ,111200,1969.05 ,1969.50 ,1968.50 ,1969.13 ,1,1970.00 ,0.06 ,1966.67 ,7,2.5 
,,,2025/01/29,15:23,1969.0 ,1970.0 ,1968.5 ,1970.0 ,159800,1969.09 ,1970.00 ,1968.50 ,1969.38 ,1,1970.00 ,0.06 ,1966.87 ,8,3.0 
,,,2025/01/29,15:24,1969.5 ,1971.5 ,1969.5 ,1971.5 ,203000,,,,,,,,,,
,,,2025/01/29,15:25,,,,,0,,,,,,,,,,
,,,2025/01/29,15:26,,,,,0,,,,,,,,,,
,,,2025/01/29,15:27,,,,,0,,,,,,,,,,
,,,2025/01/29,15:28,,,,,0,,,,,,,,,,
,,,2025/01/29,15:29,,,,,0,,,,,,,,,,
,,,2025/01/29,15:30,1969.5 ,1969.5 ,1969.5 ,1969.5 ,3940500,,,,,,,,,,
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,,,,,,,,,,
